risk_score,risk_level,ml_contribution,anomaly_contribution,rule_contribution,ml_fraud_prob,is_flagged,risk_factors,isFraud
36.54,LOW,0.0,6.54,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
36.76,LOW,0.05,6.71,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
37.15,LOW,0.05,7.1,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
36.79,LOW,0.05,6.74,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
39.19,LOW,0.06,9.14,30,0.0012,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
37.47,LOW,0.06,7.42,30,0.0012,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
39.43,LOW,0.0,9.43,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window', 'Very large transaction (>₹1M)']",0
83.91,HIGH,47.55,6.35,30,0.9511,True,"['Account completely drained', '>90% of balance transferred']",1
36.01,LOW,0.05,5.97,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.37,LOW,0.0,7.37,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.57,LOW,0.0,5.57,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.49,LOW,0.0,6.49,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.39,LOW,0.49,6.9,30,0.0098,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.98,LOW,0.0,5.98,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.47,LOW,0.0,6.47,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
76.37,HIGH,40.28,6.1,30,0.8055,True,"['Account completely drained', '>90% of balance transferred']",1
35.51,LOW,0.0,5.51,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.32,LOW,0.0,8.32,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.92,LOW,0.0,6.92,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.01,LOW,0.0,7.01,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.5,LOW,0.0,6.5,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
38.27,LOW,0.0,8.27,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.39,LOW,0.0,8.39,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.8,LOW,0.05,5.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.9,LOW,0.05,5.85,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.75,LOW,0.0,6.75,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.28,LOW,0.0,6.28,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.87,LOW,0.0,6.87,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.45,LOW,0.0,5.45,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.45,LOW,0.0,5.45,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.65,LOW,0.05,6.6,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.56,LOW,0.0,5.56,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.72,LOW,0.0,6.72,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.86,LOW,0.05,6.81,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.34,LOW,0.0,7.34,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.44,LOW,0.05,6.39,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.03,LOW,0.05,5.98,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.72,LOW,0.05,5.68,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.2,LOW,0.11,7.09,30,0.0023,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.92,LOW,0.0,6.92,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.08,LOW,0.0,7.08,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.2,LOW,0.0,6.2,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.18,LOW,0.0,8.18,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.57,LOW,0.05,5.52,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.44,LOW,0.05,6.39,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
86.23,HIGH,46.59,9.64,30,0.9317,True,"['Account completely drained', 'Destination balance unchanged', '>90% of balance transferred', 'Destination had zero balance', 'Very large transaction (>₹1M)', 'Both balances zero post-transaction']",1
36.61,LOW,0.0,6.61,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.15,LOW,0.0,7.15,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.61,LOW,0.0,5.61,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.72,LOW,0.05,5.68,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.76,LOW,0.0,6.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.64,LOW,0.05,5.59,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.85,LOW,0.05,5.81,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.02,LOW,0.05,7.98,0,0.0009,False,[],0
37.76,LOW,0.0,7.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.0,5.79,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.01,LOW,0.0,6.01,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.35,LOW,0.0,6.35,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.62,LOW,0.05,6.57,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.99,LOW,0.05,6.94,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.44,LOW,0.05,6.39,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.8,LOW,0.05,5.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.15,LOW,0.0,6.15,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.27,LOW,0.0,8.27,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.19,LOW,0.0,8.19,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.8,LOW,0.05,5.76,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.66,LOW,0.05,6.61,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.43,LOW,0.05,6.38,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.46,LOW,0.05,6.42,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.22,LOW,0.05,6.17,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.05,5.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.72,LOW,0.0,5.72,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.05,5.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.47,LOW,0.05,6.42,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.62,LOW,0.0,5.62,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.77,LOW,0.26,6.51,30,0.0051,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.46,LOW,0.27,7.18,0,0.0055,False,[],0
36.78,LOW,0.05,6.73,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.36,LOW,0.0,7.36,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.59,LOW,0.0,5.59,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.71,LOW,0.01,7.7,0,0.0001,False,[],0
39.13,LOW,0.0,9.13,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.59,LOW,0.0,5.59,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.8,LOW,0.0,5.8,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.54,LOW,0.05,6.5,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.47,LOW,0.05,6.43,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
39.48,LOW,0.06,9.43,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.77,LOW,0.0,5.77,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.75,LOW,0.0,6.75,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.41,LOW,0.0,6.41,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
38.7,LOW,0.0,8.7,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.21,LOW,0.0,8.21,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.57,LOW,0.0,5.57,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.9,LOW,0.05,5.85,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.12,LOW,0.0,7.12,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.67,LOW,0.0,5.67,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.86,LOW,0.0,6.86,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.23,LOW,0.05,7.19,0,0.0009,False,[],0
73.56,HIGH,36.9,6.65,30,0.7381,True,"['Account completely drained', '>90% of balance transferred', 'Destination had zero balance']",1
36.92,LOW,0.0,6.92,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.05,5.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.59,LOW,0.05,6.54,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.8,LOW,0.05,5.76,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.57,LOW,0.0,7.57,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.62,LOW,0.0,5.62,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.76,LOW,0.0,6.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.98,LOW,0.05,5.94,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.05,LOW,0.05,6.0,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
9.89,LOW,0.29,9.6,0,0.0059,False,[],0
36.87,LOW,0.05,6.82,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.97,LOW,0.05,5.93,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.64,LOW,0.05,6.59,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.06,LOW,0.05,6.01,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.2,LOW,0.0,7.2,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.72,LOW,0.05,5.68,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.53,LOW,0.05,8.48,0,0.0009,False,[],0
36.96,LOW,0.0,6.96,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.86,LOW,0.05,5.81,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.33,LOW,0.0,7.33,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.57,LOW,0.05,6.53,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.05,LOW,0.05,6.01,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.59,LOW,0.05,6.54,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.63,LOW,0.0,7.63,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.11,LOW,0.0,7.11,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.55,LOW,0.0,7.55,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.02,LOW,0.05,5.97,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.35,LOW,0.0,7.35,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.95,LOW,0.05,5.9,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.94,LOW,0.08,7.86,0,0.0015,False,[],0
35.98,LOW,0.05,5.93,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.76,LOW,0.0,8.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
36.43,LOW,0.05,6.38,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.8,LOW,0.05,6.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.43,LOW,0.0,7.43,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.18,LOW,0.05,8.14,0,0.0009,False,[],0
18.26,LOW,0.0,8.26,10,0.0,False,['>90% of balance transferred'],0
36.8,LOW,0.05,6.76,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
38.62,LOW,0.0,8.62,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
37.22,LOW,0.0,7.22,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.46,LOW,0.0,7.46,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.3,LOW,0.0,7.3,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
38.2,LOW,0.0,8.2,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Transaction in off-hours window']",0
12.99,LOW,0.05,7.94,5,0.0009,False,['Transaction in off-hours window'],0
85.72,HIGH,46.24,9.48,30,0.9247,True,"['Account completely drained', 'Destination balance unchanged', '>90% of balance transferred', 'Destination had zero balance', 'Transaction in off-hours window', 'Very large transaction (>₹1M)', 'Both balances zero post-transaction']",1
36.32,LOW,0.5,5.82,30,0.01,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.67,LOW,0.39,6.28,30,0.0079,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.39,LOW,0.0,7.39,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.68,LOW,0.0,5.68,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.98,LOW,0.05,6.93,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
17.12,LOW,0.05,7.07,10,0.0009,False,['>90% of balance transferred'],0
36.85,LOW,0.17,6.68,30,0.0034,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.01,LOW,0.05,7.96,7,0.0009,False,['Destination had zero balance'],0
15.53,LOW,0.25,8.27,7,0.0051,False,['Destination had zero balance'],0
36.72,LOW,0.05,6.67,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.16,LOW,0.0,8.16,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.09,LOW,0.05,7.04,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.0,LOW,0.0,7.0,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.42,LOW,0.05,6.38,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.1,LOW,0.05,6.05,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.95,LOW,0.05,5.9,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
9.36,LOW,0.16,9.2,0,0.0032,False,[],0
36.41,LOW,0.0,6.41,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.08,LOW,0.0,7.08,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.98,LOW,0.05,5.93,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.02,LOW,0.05,6.97,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.6,LOW,0.0,7.6,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.71,LOW,0.05,5.66,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
39.95,LOW,0.0,9.95,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.94,LOW,0.05,5.9,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.96,LOW,0.05,7.92,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
81.91,HIGH,44.94,6.97,30,0.8989,True,"['Account completely drained', 'Destination balance unchanged', '>90% of balance transferred', 'Destination had zero balance', 'Both balances zero post-transaction']",1
36.44,LOW,0.05,6.39,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.98,LOW,0.05,5.93,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.85,LOW,0.0,6.85,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.94,LOW,0.0,5.94,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.4,LOW,0.0,6.4,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.86,LOW,0.05,5.81,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.17,LOW,0.05,8.12,0,0.0009,False,[],0
35.8,LOW,0.05,5.76,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.05,5.83,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.47,LOW,0.0,8.47,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.8,LOW,0.05,5.76,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.89,LOW,0.0,6.89,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.46,LOW,0.17,7.29,30,0.0034,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.8,LOW,0.05,5.75,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.9,LOW,0.05,7.85,0,0.0009,False,[],0
35.61,LOW,0.08,5.52,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.92,LOW,0.05,5.88,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.6,LOW,0.0,6.6,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.92,LOW,0.0,5.92,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.24,LOW,0.0,7.24,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.4,LOW,0.0,8.4,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance', 'Very large transaction (>₹1M)']",0
37.0,LOW,0.0,7.0,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.56,LOW,0.05,7.51,0,0.0009,False,[],0
35.46,LOW,0.0,5.46,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.42,LOW,0.0,8.42,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.81,LOW,0.0,5.81,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
39.2,LOW,0.0,9.2,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
36.07,LOW,0.0,6.07,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.58,LOW,0.05,5.54,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.71,LOW,0.0,5.71,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.02,LOW,0.05,5.97,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.85,LOW,0.05,5.8,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.04,LOW,0.0,7.04,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.57,LOW,0.05,5.53,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.05,5.74,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.0,5.61,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.61,LOW,0.0,6.61,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.5,LOW,0.05,6.45,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
39.43,LOW,0.0,9.43,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance', 'Very large transaction (>₹1M)']",0
36.18,LOW,0.05,6.14,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.96,LOW,0.0,6.96,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.69,LOW,0.05,8.65,7,0.0009,False,['Destination had zero balance'],0
8.03,LOW,0.05,7.98,0,0.0009,False,[],0
35.46,LOW,0.0,5.46,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.93,LOW,0.0,5.93,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.89,LOW,0.0,5.89,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.74,LOW,0.0,5.74,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
